person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y,debt_to_income,income_per_emp_year,high_loan_ratio,credit_score,actual_default,predicted_default,default_probability,risk_band
25.0,140250,2.0,23000,8.9,0.14,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.1639928698752228,41430.5,0,597.8425958722522,0,0,0.021098004339396258,C - Medium Risk
22.0,50000,6.0,10000,9.88,0.2,4.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.2,7142.857142857143,0,586.567727633152,0,0,0.030873530521902733,C - Medium Risk
23.0,78000,7.0,4600,7.66,0.06,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0589743589743589,9750.0,0,606.7458425577177,0,0,0.015583811798216404,B - Low Risk
24.0,54000,2.0,6000,7.14,0.11,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.1111111111111111,18000.0,0,567.3121822922774,0,0,0.05846134864311139,C - Medium Risk
24.0,40000,6.0,5000,6.17,0.13,2.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.125,5714.285714285715,0,565.8625633129803,0,0,0.061288865963333064,C - Medium Risk
22.0,37000,4.0,10000,10.99,0.27,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.2702702702702703,7400.0,0,509.48118993572604,0,0,0.31542438798350036,D - High Risk
33.0,66000,5.0,4800,13.57,0.07,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0.0727272727272727,11000.0,0,520.668781287961,0,0,0.23819290871794876,D - High Risk
25.0,26500,9.0,6000,12.42,0.23,3.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.2264150943396226,2650.0,0,527.5025523212327,0,0,0.19790293712527832,D - High Risk
31.0,25000,4.0,3075,11.83,0.12,5.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.123,5000.0,0,587.7319959513148,0,0,0.029688816994071363,C - Medium Risk
29.0,93000,1.0,10000,11.14,0.11,8.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.1075268817204301,41430.5,0,543.0078425530593,0,0,0.12599704052374724,D - High Risk
29.0,35000,11.0,5000,10.65,0.14,9.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.1428571428571428,2916.6666666666665,0,584.133470387837,0,0,0.0335001576050881,C - Medium Risk
28.0,59000,1.0,12000,9.63,0.2,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2033898305084746,29500.0,0,563.4007277875432,1,0,0.06638525610210454,C - Medium Risk
27.0,47000,3.0,9000,12.98,0.19,7.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.1914893617021276,11750.0,0,536.6524301096528,0,0,0.15231433214762116,D - High Risk
31.0,76000,9.0,12000,15.96,0.16,5.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.1578947368421052,7600.0,0,581.365318234954,1,0,0.0367493135658662,C - Medium Risk
25.0,40000,9.0,3500,13.49,0.09,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0875,4000.0,0,549.3543359336242,0,0,0.10369953717099041,D - High Risk
22.0,56400,6.0,17300,15.62,0.31,4.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.3067375886524823,8057.142857142857,1,424.1491203098151,0,1,0.898667331143169,E - Very High Risk
24.0,110004,5.0,14000,7.88,0.13,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.1272680993418421,18334.0,0,576.6338316465194,0,0,0.04301604994214606,C - Medium Risk
31.0,67200,2.0,10000,6.03,0.15,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1488095238095238,22400.0,0,595.5534711143332,0,0,0.022800283984957658,C - Medium Risk
23.0,26000,7.0,5000,7.91,0.19,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1923076923076923,3250.0,0,554.125930532705,0,0,0.08930513477101268,C - Medium Risk
26.0,40000,4.0,15000,10.99,0.38,3.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.375,8000.0,1,437.06953110907887,1,1,0.8500147506600587,E - Very High Risk
25.0,50000,3.0,4000,14.61,0.08,4.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.08,12500.0,0,470.9053132938683,0,1,0.6369285648761118,E - Very High Risk
21.0,88000,4.0,10000,17.93,0.11,3.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0.1136363636363636,17600.0,0,489.4923416080108,1,0,0.47948167601657354,E - Very High Risk
23.0,124800,4.0,23000,10.99,0.22,2.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.1842948717948718,24960.0,0,613.6619388876802,0,0,0.01230328081526334,B - Low Risk
26.0,38000,6.0,10000,7.66,0.26,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.2631578947368421,5428.571428571428,0,543.3636514943707,0,0,0.12464533608541362,D - High Risk
27.0,67000,5.0,12000,13.23,0.18,7.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0.1791044776119403,11166.666666666666,0,544.1947043474214,0,0,0.12153659514386506,D - High Risk
24.0,21648,8.0,5000,6.99,0.23,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.2309682187730968,2405.333333333333,0,543.725155805932,0,0,0.12328475073764002,D - High Risk
26.0,28800,2.0,5150,6.62,0.18,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1788194444444444,9600.0,0,584.9878261375953,0,0,0.03255458750918518,C - Medium Risk
24.0,69000,4.0,23000,15.57,0.36,2.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3333333333333333,13800.0,1,415.5096886790235,1,1,0.9228648663893357,E - Very High Risk
23.0,23148,0.0,8000,10.99,0.35,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.3456022118541558,23148.0,1,414.4532310666281,1,1,0.9254312262293395,E - Very High Risk
32.0,57223,0.0,15000,11.83,0.26,5.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.2621323593659892,41430.5,0,541.7479213908128,1,0,0.1308846103388402,D - High Risk
24.0,44208,2.0,7000,7.51,0.16,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1583423814694173,14736.0,0,594.4866200911346,0,0,0.023638785035385988,C - Medium Risk
29.0,42000,9.0,2500,7.74,0.06,7.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0595238095238095,4200.0,0,566.1483638508736,0,0,0.060721471100133984,C - Medium Risk
35.0,37440,2.0,8000,10.99,0.21,9.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.2136752136752136,12480.0,0,519.3170393840252,0,0,0.2467977382552551,D - High Risk
21.0,46500,5.0,1300,14.96,0.03,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0279569892473118,7750.0,0,506.2945927516353,0,0,0.339742694967188,D - High Risk
24.0,65000,0.0,4800,7.88,0.07,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0738461538461538,41430.5,0,563.6649399640751,0,0,0.06581997609188178,C - Medium Risk
24.0,38000,8.0,5000,13.99,0.13,4.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0.131578947368421,4222.222222222223,0,517.1693098160415,0,0,0.26089344388197716,D - High Risk
36.0,27600,1.0,4000,11.86,0.14,12.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.144927536231884,13800.0,0,517.4741829267602,0,0,0.2588611573011837,D - High Risk
40.5,60000,4.0,10800,10.74,0.18,11.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.18,12000.0,0,552.1556857359445,0,0,0.0950165621033403,C - Medium Risk
40.5,85000,2.0,8000,7.74,0.09,15.5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0941176470588235,28333.33333333333,0,575.5939141343903,0,0,0.04452437227799142,C - Medium Risk
25.0,115000,4.0,20000,6.91,0.17,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1739130434782608,23000.0,0,621.0768784305926,0,0,0.009541739222818172,B - Low Risk
24.0,55243,6.0,2900,9.62,0.04,2.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0524953387759535,7891.857142857143,0,563.5966329079729,1,0,0.06596568823562972,C - Medium Risk
24.0,35200,1.0,4000,16.0,0.11,3.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0.1136363636363636,17600.0,0,444.5139289940059,1,1,0.8140756733129828,E - Very High Risk
29.0,89520,13.0,8000,13.23,0.09,5.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,0.0893655049151027,6394.285714285715,0,645.2177173142435,0,0,0.004155535978242949,B - Low Risk
25.0,36000,0.0,10000,11.11,0.28,2.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.2777777777777778,36000.0,0,525.6245509950303,0,0,0.20843803419148516,D - High Risk
23.0,52000,3.0,9250,13.16,0.18,3.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.1778846153846154,13000.0,0,599.4630472662486,0,0,0.019968794337447505,C - Medium Risk
27.0,91800,5.0,23000,15.95,0.23,9.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.2505446623093681,15300.0,0,500.6184006656311,1,0,0.38515621160214436,D - High Risk
24.0,45000,4.0,11000,7.49,0.24,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2444444444444444,9000.0,0,641.7372266374178,0,0,0.004685784858954959,B - Low Risk
24.0,120000,8.0,16000,12.18,0.13,4.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.1333333333333333,13333.333333333334,0,596.4593650265849,0,0,0.022111151278334795,C - Medium Risk
34.0,60000,2.0,15000,7.88,0.25,7.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.25,20000.0,0,546.8764108248625,0,0,0.11195755614250959,D - High Risk
28.0,60000,4.0,3500,10.25,0.06,10.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0583333333333333,12000.0,0,581.9083431153317,0,0,0.03608889214671122,C - Medium Risk
22.0,62000,6.0,5000,6.03,0.08,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0806451612903225,8857.142857142857,0,595.5000506615627,0,0,0.02284157070287351,C - Medium Risk
28.0,28089,0.0,5500,12.22,0.2,5.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0.1958061874755242,28089.0,0,518.3305183845562,0,0,0.25320818047837707,D - High Risk
24.0,135000,4.0,10000,10.99,0.07,3.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.074074074074074,27000.0,0,582.2238379021419,0,0,0.03571045261980313,C - Medium Risk
24.0,41000,9.0,10000,15.33,0.24,4.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.2439024390243902,4100.0,0,513.3134873734207,0,0,0.2874712484689013,D - High Risk
40.5,70000,3.0,2825,9.64,0.04,15.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0403571428571428,17500.0,0,573.4941623095854,0,0,0.04772490077761471,C - Medium Risk
28.0,132650,12.0,20000,10.65,0.15,5.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.1507727101394647,10203.846153846154,0,608.9872164114998,0,0,0.01443589739222882,B - Low Risk
37.0,32400,0.0,8000,15.99,0.25,11.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.2469135802469135,32400.0,0,503.87210679987805,0,0,0.3588212102874144,D - High Risk
29.0,71000,4.0,9700,8.94,0.14,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.1366197183098591,14200.0,0,550.1116339669296,0,0,0.10128533202227141,C - Medium Risk
34.0,39996,0.0,4750,9.25,0.12,10.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.1187618761876187,39996.0,0,525.276589379041,0,0,0.21043473553842412,D - High Risk
38.0,96000,14.5,6000,6.03,0.06,15.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0625,6193.548387096775,0,597.0231555879515,0,0,0.021692585296199007,C - Medium Risk
27.0,55200,0.0,4000,6.76,0.07,10.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.072463768115942,41430.5,0,569.7565747464342,0,0,0.05396898837168779,C - Medium Risk
22.0,59600,6.0,6000,5.42,0.1,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1006711409395973,8514.285714285714,0,594.705093754744,0,0,0.02346465867087851,C - Medium Risk
23.0,45000,0.0,4500,9.25,0.1,4.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.1,41430.5,0,560.9273722946708,0,0,0.07189961977096944,C - Medium Risk
25.0,93000,3.0,12000,10.99,0.13,3.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.1290322580645161,23250.0,0,543.7025154060851,0,0,0.12336958589126625,D - High Risk
31.0,40000,4.0,4625,12.42,0.12,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.115625,8000.0,0,548.9404115858132,0,0,0.10504049603702435,D - High Risk
24.0,58000,5.0,5000,7.49,0.09,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.0862068965517241,9666.666666666666,0,553.2196456846671,0,0,0.09189282358069181,C - Medium Risk
26.0,26000,4.0,12000,10.99,0.44,3.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.431038961038961,5200.0,1,435.45476006907563,0,1,0.857010681564247,E - Very High Risk
35.0,42000,3.0,3200,15.62,0.08,5.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0.0761904761904762,10500.0,0,468.8498653056421,0,1,0.6532360588196936,E - Very High Risk
25.0,48000,3.0,4800,10.74,0.1,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1,12000.0,0,553.453532365986,0,0,0.09121863252932201,C - Medium Risk
26.0,27880,1.0,4800,9.25,0.17,4.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.1721664275466284,13940.0,0,518.0281693341276,0,0,0.25519474159749594,D - High Risk
40.0,25000,2.0,8500,7.51,0.34,11.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.34,8333.333333333334,1,543.9835239386696,0,0,0.122320173683693,D - High Risk
36.0,65028,4.0,10000,15.95,0.15,14.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.1537799101925324,13005.6,0,507.87281586088113,1,0,0.32758280554884206,D - High Risk
22.0,46000,4.0,11000,7.49,0.24,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.2391304347826087,9200.0,0,551.1274959055592,0,0,0.09812523619699112,C - Medium Risk
25.0,89000,4.0,1300,10.59,0.01,4.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.0146067415730337,17800.0,0,576.1579184197741,0,0,0.04370017322644889,C - Medium Risk
24.0,39996,2.0,1000,7.49,0.03,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.025002500250025,13332.0,0,568.3955422472443,0,0,0.056428597297340725,C - Medium Risk
22.0,53000,7.0,2250,10.62,0.04,3.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0424528301886792,6625.0,0,646.7552154635918,0,0,0.003940751527151826,B - Low Risk
25.0,57000,1.0,10000,14.27,0.18,4.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0.175438596491228,28500.0,0,534.9109617210363,0,0,0.16027157215503865,D - High Risk
33.0,21600,3.0,10000,12.53,0.44,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.431038961038961,5400.0,1,407.2171082735139,1,1,0.9409954024098988,E - Very High Risk
40.5,140000,4.0,18000,9.99,0.13,12.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.1285714285714285,28000.0,0,627.4994055776519,0,0,0.007652205200832433,B - Low Risk
29.0,60500,13.0,3000,13.61,0.05,9.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0.0495867768595041,4321.428571428572,0,564.6264658007489,0,0,0.06380037079731422,C - Medium Risk
27.0,75000,6.0,12000,10.99,0.16,10.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.16,10714.285714285714,0,537.6710430219385,0,0,0.1478119997669064,D - High Risk
23.0,50000,0.0,3000,6.91,0.06,2.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.06,41430.5,0,567.5824292449647,0,0,0.057947934552950935,C - Medium Risk
22.0,24000,1.0,6000,12.68,0.25,4.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.25,12000.0,0,593.5256131705484,0,0,0.02441980561515348,C - Medium Risk
39.0,55000,1.0,4975,12.21,0.09,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0904545454545454,27500.0,0,529.3974800791617,0,0,0.18768454964749548,D - High Risk
25.0,65000,2.0,4200,10.99,0.06,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0646153846153846,21666.666666666668,0,532.9226688985254,0,0,0.16976412708300198,D - High Risk
27.0,65000,0.0,12000,10.99,0.18,7.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.1846153846153846,41430.5,0,525.9854246636485,0,0,0.20638201997752065,D - High Risk
24.0,50000,5.0,6000,6.17,0.12,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.12,8333.333333333334,0,587.9131798371371,0,0,0.02950845839584799,C - Medium Risk
22.0,65000,6.0,6000,10.99,0.09,2.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0923076923076923,9285.714285714286,0,595.4913367376911,0,0,0.022848312299423277,C - Medium Risk
30.0,21600,4.0,5000,11.71,0.23,7.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.2314814814814814,4320.0,0,535.195987014525,0,0,0.1589465727429548,D - High Risk
27.0,50000,0.0,8000,7.9,0.16,8.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.16,41430.5,0,562.2905482695581,0,0,0.06881008053077405,C - Medium Risk
27.0,62000,2.0,9600,10.25,0.15,8.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.1548387096774193,20666.666666666668,0,550.693677179877,1,0,0.09946384762704642,C - Medium Risk
22.0,78000,6.0,7750,7.51,0.1,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0993589743589743,11142.857142857143,0,587.1262086906615,0,0,0.03029963668968882,C - Medium Risk
25.0,130000,2.0,19400,16.0,0.15,4.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.1492307692307692,41430.5,0,549.3243652749929,0,0,0.10379612023110997,D - High Risk
30.0,35004,0.0,7500,8.63,0.21,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.2142612272883099,35004.0,0,526.9122796563971,0,0,0.20117035265590524,D - High Risk
30.0,66000,14.5,15000,11.14,0.23,8.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.2272727272727272,4258.064516129032,0,602.5898090623152,0,0,0.017954815855721135,B - Low Risk
23.0,50000,1.0,23000,7.9,0.44,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.431038961038961,25000.0,1,453.2985737976155,1,1,0.7635534575449043,E - Very High Risk
26.0,65000,6.0,9250,10.99,0.14,2.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.1423076923076923,9285.714285714286,0,566.6863052203477,0,0,0.059666811436367186,C - Medium Risk
35.0,90000,4.0,13000,9.32,0.14,9.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.1444444444444444,18000.0,0,576.9546718892319,0,0,0.04256062817323025,C - Medium Risk
25.0,50000,0.0,2600,6.03,0.05,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.052,41430.5,0,603.1440006092989,0,0,0.017619269812836222,B - Low Risk
40.5,140250,3.0,18000,11.49,0.05,14.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.1283422459893048,35062.5,0,592.368882816934,0,0,0.025393300194772952,C - Medium Risk
24.0,30000,8.0,5000,13.48,0.17,2.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.1666666666666666,3333.333333333333,0,526.8283105093357,1,0,0.20163842275195823,D - High Risk
35.0,95000,14.5,15000,11.49,0.16,10.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.1578947368421052,6129.032258064516,0,580.9951253773736,0,0,0.037206186026909525,C - Medium Risk
35.0,83000,14.5,15000,10.99,0.18,6.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.180722891566265,5354.83870967742,0,502.5178703166111,0,0,0.36968932588911246,D - High Risk
23.0,30000,0.0,4275,11.86,0.14,4.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0.1425,30000.0,0,537.1599368085526,0,0,0.15005721585344797,D - High Risk
31.0,62000,4.0,17000,10.99,0.27,10.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.2741935483870967,12400.0,0,550.8637617379894,0,0,0.09893710152616252,C - Medium Risk
31.0,24996,0.0,10750,12.53,0.43,8.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.4300688110097616,24996.0,1,422.687716024559,1,1,0.9031873623260119,E - Very High Risk
21.0,40000,5.0,1500,12.18,0.04,4.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0.0375,6666.666666666667,0,553.9813712944779,0,0,0.08971343934808743,C - Medium Risk
24.0,54000,2.0,8700,7.05,0.16,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1611111111111111,18000.0,0,599.8099350770831,0,0,0.01973487187502941,C - Medium Risk
33.0,90000,12.0,6000,5.42,0.07,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0666666666666666,6923.076923076923,0,613.51761579835,0,0,0.012364211439817674,B - Low Risk
24.0,72000,8.0,9000,7.49,0.13,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.125,8000.0,0,629.644767991184,0,0,0.0071077784940038,B - Low Risk
27.0,12000,2.0,2850,13.61,0.24,5.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0.2375,4000.0,0,500.97101082620367,1,0,0.38226634695383616,D - High Risk
27.0,75000,4.0,20150,11.36,0.27,6.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.2686666666666666,15000.0,0,585.4072425774726,0,0,0.03209988112149685,C - Medium Risk
24.0,98000,2.0,15000,14.93,0.15,2.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.1530612244897959,32666.666666666668,0,466.06503021818185,1,1,0.67476342968441,E - Very High Risk
33.0,70000,0.0,14000,12.61,0.2,10.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.2,41430.5,0,546.4275124885328,0,0,0.11351370655682001,D - High Risk
22.0,65000,4.0,23000,17.58,0.44,4.0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.3538461538461538,13000.0,1,427.9399739548423,1,1,0.8860610516956328,E - Very High Risk
22.0,18000,1.0,3000,9.96,0.17,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1666666666666666,9000.0,0,585.8823174432679,1,0,0.03159224933176891,C - Medium Risk
22.0,40000,1.0,2800,7.49,0.07,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.07,20000.0,0,537.4850248567799,0,0,0.14862591957297455,D - High Risk
29.0,92000,2.0,20000,13.72,0.22,10.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.217391304347826,30666.666666666668,0,540.7595510667396,0,0,0.1348306761098284,D - High Risk
23.0,48000,8.0,4000,10.37,0.08,3.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.0833333333333333,5333.333333333333,0,550.2206589144054,1,0,0.10094190423827233,C - Medium Risk
24.0,47000,8.0,3000,12.69,0.06,3.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0638297872340425,5222.222222222223,0,573.1848115929707,0,0,0.04821452272392428,C - Medium Risk
26.0,100000,10.0,12000,5.99,0.12,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12,9090.90909090909,0,596.6536244205979,0,0,0.021966046519554378,C - Medium Risk
23.0,140250,0.0,23000,11.83,0.17,3.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0.1639928698752228,41430.5,0,600.7060081735544,0,0,0.019142965856516533,B - Low Risk
36.0,30996,2.0,5500,12.53,0.18,15.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0.1774422506129823,10332.0,0,523.8311182709691,0,0,0.21887904737990016,D - High Risk
32.0,45000,0.0,8000,10.99,0.18,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.1777777777777777,41430.5,0,534.7240827278016,0,0,0.1611451596862833,D - High Risk
31.0,140250,14.0,12000,14.09,0.05,10.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0855614973262032,9350.0,0,511.9524688948913,1,0,0.2972290204878323,D - High Risk
27.0,65000,2.0,10000,12.53,0.15,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1538461538461538,21666.666666666668,0,555.9868411102036,0,0,0.08419690971089802,C - Medium Risk
24.0,120000,1.0,23000,12.69,0.2,4.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.1916666666666666,41430.5,0,600.8034885594642,0,0,0.0190796339918609,B - Low Risk
22.0,25000,1.0,2050,10.59,0.08,2.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.082,12500.0,0,551.2152500892697,0,0,0.09785641752784094,C - Medium Risk
26.0,140250,10.0,23000,10.99,0.11,3.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.1639928698752228,12750.0,0,637.4187842024514,0,0,0.005438172256297171,B - Low Risk
29.0,100000,3.0,15000,12.04,0.15,10.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0.15,25000.0,0,540.0139808295446,0,0,0.13787343000847113,D - High Risk
35.0,60000,12.0,16000,15.96,0.27,5.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.2666666666666666,4615.384615384615,0,552.0141153542476,0,0,0.09543929958453812,C - Medium Risk
24.0,120000,2.0,12000,7.51,0.1,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1,40000.0,0,615.8784394690398,0,0,0.011403930110493975,B - Low Risk
32.0,41000,14.5,3000,10.99,0.07,7.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.073170731707317,2645.1612903225805,0,531.6885350805074,0,0,0.17587799483403743,D - High Risk
25.0,42769,3.0,1500,7.49,0.04,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0350721316841637,10692.25,0,569.1991053925971,0,0,0.054963961245414236,C - Medium Risk
22.0,28080,4.0,4200,9.91,0.15,4.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.1495726495726495,5616.0,0,521.9745026736285,1,0,0.23007897391090895,D - High Risk
25.0,56000,9.0,8000,5.99,0.14,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.1428571428571428,5600.0,0,581.3325769362517,0,0,0.03678950266134987,C - Medium Risk
